Date,Open,High,Low,Close,Volume,BB20TL,BB20ML,BB20BL,buy_sell,price
2000-05-16,4.558592796325684,4.558592796325684,4.558592796325684,4.558592796325684,1209600000,4.813741008668634,4.514255404472351,4.214769800276068,B,4.558592796325684
2000-05-17,4.429687023162842,4.429687023162842,4.429687023162842,4.429687023162842,1085440000,4.791975450647229,4.501364755630493,4.210754060613757,S,4.443125
2000-10-27,6.75,6.75,6.75,6.75,92467200,7.243988933132192,6.871812510490417,6.499636087848643,B,6.75
2000-10-30,6.976250171661377,6.976250171661377,6.976250171661377,6.976250171661377,80998400,7.244121167261712,6.8718750238418576,6.499628880422003,S,6.881812510490417
2000-12-05,6.4375,6.4375,6.4375,6.4375,33088000,7.208294707093183,6.732187557220459,6.256080407347735,B,6.4375
2000-12-06,6.010000228881836,6.010000228881836,6.010000228881836,6.010000228881836,91673600,7.247678681456195,6.686375069618225,6.125071457780255,S,6.327500095367432
2001-07-06,7.273749828338623,7.273749828338623,7.273749828338623,7.273749828338623,76633600,8.503210629176717,7.772499990463257,7.041789351749796,B,7.273749828338623
2001-07-17,7.074999809265137,7.074999809265137,7.074999809265137,7.074999809265137,59200000,8.302259586277057,7.566187477111816,6.830115367946576,S,7.115
2001-08-22,6.852499961853027,6.852499961853027,6.852499961853027,6.852499961853027,41420800,7.480918233948393,7.113687515258789,6.746456796569185,B,6.852499961853027
2001-08-24,7.212500095367432,7.212500095367432,7.212500095367432,7.212500095367432,46259200,7.443829310260205,7.0893125295639035,6.734795748867602,S,7.104937515258789
2001-09-28,6.612500190734863,6.612500190734863,6.612500190734863,6.612500190734863,42073600,7.714205606139193,6.941750001907349,6.169294397675505,B,6.612500190734863
2001-10-10,6.823750019073486,6.823750019073486,6.823750019073486,6.823750019073486,39385600,7.306300615063789,6.648187518119812,5.990074421175835,S,6.663875017166138
2001-11-21,6.3125,6.3125,6.3125,6.3125,41600000,7.1040041285091355,6.564125037193298,6.02424594587746,B,6.3125
2001-12-03,6.612500190734863,6.612500190734863,6.612500190734863,6.612500190734863,56524800,6.918232038178979,6.432250022888184,5.946268007597388,S,6.4447500085830685
2002-04-16,7.387499809265137,7.387499809265137,7.387499809265137,7.387499809265137,78016000,7.908195799047069,7.553312516212463,7.1984292333778575,B,7.387499809265137
2002-04-25,7.34375,7.34375,7.34375,7.34375,48064000,7.770303343439297,7.477624988555908,7.184946633672519,S,7.339999904632569
2002-05-08,7.224999904632568,7.224999904632568,7.224999904632568,7.224999904632568,40883200,7.583021386062618,7.2935624599456785,7.004103533828739,B,7.224999904632568
2002-05-10,6.875,6.875,6.875,6.875,79539200,7.6081208958338555,7.255999970436096,6.9038790450383365,S,7.002499809265137
2002-06-25,6.5,6.5,6.5,6.5,78246400,7.889735852476662,6.937812471389771,5.98588909030288,B,6.5
2002-07-15,6.012499809265137,6.012499809265137,6.012499809265137,6.012499809265137,36556800,6.914816001282735,6.384874987602234,5.8549339739217325,S,6.0525
2002-07-31,5.5625,5.5625,5.5625,5.5625,58969600,6.715346294251953,5.844749975204468,4.974153656156982,B,5.5625
2002-08-02,5.856249809265137,5.856249809265137,5.856249809265137,5.856249809265137,65356800,6.580737987831313,5.7813749551773075,4.982011922523302,S,5.81731246471405
2003-06-25,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,84454400,7.551831547630639,7.188812518119812,6.825793488608986,B,6.900000095367432
2003-06-26,6.84375,6.84375,6.84375,6.84375,51379200,7.5584686283440154,7.167750024795533,6.77703142124705,S,6.877499809265137
2004-05-04,11.100000381469728,11.100000381469728,11.100000381469728,11.100000381469728,105024000,12.890118178877415,11.698500061035157,10.506881943192898,B,11.100000381469728
2004-05-06,10.725000381469728,10.725000381469728,10.725000381469728,10.725000381469728,52364800,12.821658414950724,11.595375061035156,10.369091707119589,S,10.8025
2004-11-22,12.487500190734863,12.487500190734863,12.487500190734863,12.487500190734863,28032000,13.161956460335364,12.761812496185302,12.361668532035239,B,12.487500190734863
2004-11-23,12.313750267028809,12.313750267028809,12.313750267028809,12.313750267028809,26969600,13.17497594076262,12.733812522888183,12.292649105013746,S,12.415000190734863
2005-07-21,15.212499618530272,15.212499618530272,15.212499618530272,15.212499618530272,23052800,15.925623567093643,15.333499956130982,14.741376345168321,B,15.212499618530272
2005-07-22,15.462499618530272,15.462499618530272,15.462499618530272,15.462499618530272,36736000,15.936979613967665,15.350374937057495,14.763770260147325,S,15.343499956130982
2006-02-15,22.625,23.0,22.450000762939453,22.479999542236328,3107400,26.490329004819195,24.318499851226807,22.14667069763442,B,22.710000762939455
2006-02-17,24.125,24.399999618530277,23.65999984741211,23.95499992370605,2422400,26.43711167940059,24.24124984741211,22.04538801542363,S,24.283499870300293
2006-08-25,24.149999618530277,24.565000534057617,24.149999618530277,24.5,52409688,26.227390236606244,25.08975019454956,23.952110152492875,B,24.39500022888184
2006-09-06,23.98500061035156,24.100000381469727,23.13500022888184,23.21999931335449,128138192,25.637734950948555,24.472250080108644,23.306765209268733,S,23.334999313354487
2006-09-08,23.225000381469727,23.225000381469727,22.51499938964844,22.65999984741211,73248600,25.477821456366787,24.21275005340576,22.947678650444733,B,23.22999931335449
2006-09-11,21.850000381469727,22.420000076293945,21.5,21.84499931335449,3454400,25.659414668250978,24.062499999999996,22.465585331749015,S,23.209999313354487
2007-03-07,23.2450008392334,23.600000381469727,22.739999771118164,22.739999771118164,2532400,26.162009772734347,24.372500038146974,22.5829903035596,B,23.385
2007-03-13,23.225000381469727,23.4950008392334,22.875,22.989999771118164,3917000,25.630686407474023,23.992499923706056,22.35431343993809,S,22.889999618530275
2007-08-07,29.274999618530277,30.2450008392334,29.05500030517578,29.649999618530277,4782800,33.47768540208114,31.149250030517578,28.820814658954017,B,29.62000061035156
2007-08-15,28.76000022888184,29.565000534057617,28.0,28.26000022888184,5020000,32.99205957454773,30.34699993133545,27.701940288123172,S,28.340000381469725
2008-03-06,48.53499984741211,49.09999847412109,47.68999862670898,47.68999862670898,2848400,52.733202506151756,50.083499908447266,47.433797310742776,B,48.92999816894531
2008-03-07,47.43000030517578,48.04499816894531,46.43000030517578,47.040000915527344,2285200,52.913837319936235,49.99449996948242,47.0751626190286,S,47.475000610351564
2008-03-12,48.275001525878906,48.755001068115234,47.5,47.95000076293945,2376800,53.06123229339375,49.59300003051758,46.12476776764141,B,48.21000076293945
2008-03-13,47.5,47.5,46.26499938964844,47.2599983215332,3981800,53.01917116549849,49.43274993896485,45.8463287124312,S,46.69999908447266
2008-03-25,43.244998931884766,44.78499984741211,42.75,44.78499984741211,5418400,52.8656137862673,47.00774993896484,41.14988609166238,B,43.410001525878904
2008-04-02,45.845001220703125,47.25,45.75,46.75,2208000,49.5474973141614,45.53574981689453,41.52400231962766,S,45.565749893188475
2008-07-07,53.119998931884766,53.70000076293945,51.0,51.2599983215332,2441700,57.16782016083369,54.265499877929685,51.36317959502568,B,53.160001525878904
2008-07-08,51.29999923706055,51.36000061035156,48.66999816894531,49.72999954223633,3369300,57.54820035318899,54.03699989318848,50.52579943318797,S,51.74
2008-07-21,46.61000061035156,47.380001068115234,46.20000076293945,47.02999877929688,2942800,57.86457344377786,51.361999320983884,44.85942519818991,B,47.000001678466795
2008-07-22,46.540000915527344,46.84999847412109,45.16999816894531,45.52000045776367,2700900,57.87024360513468,50.967499351501466,44.06475509786825,S,45.39000152587891
2008-09-12,39.5,40.7400016784668,38.5099983215332,40.41999816894531,3300100,45.4674350662431,40.28300037384033,35.09856568143756,B,38.71000076293945
2008-09-16,35.0,38.650001525878906,34.0099983215332,38.4900016784668,4248400,45.55576260721804,40.0805004119873,34.60523821675656,S,34.99
2008-10-14,35.31999969482422,36.31999969482422,32.5,34.0,5487300,46.69052075073765,38.33100023269653,29.971479714655416,B,33.64000106811523
2008-10-15,32.2599983215332,32.5,27.84000015258789,29.290000915527344,9384500,47.18786163385838,37.960000324249265,28.732139014640147,S,30.449999084472655
2008-10-20,28.200000762939453,31.01000022888184,28.200000762939453,30.649999618530277,2747300,46.744766536928225,35.94300031661987,25.14123409631152,B,29.72999931335449
2008-10-23,27.450000762939453,28.5,26.0,27.0,5721800,44.257437832518775,33.85000038146973,23.442562930420678,S,26.24
