Date,Open,High,Low,Close,Volume,BB20TL,BB20ML,BB20BL,buy_sell,price
2008-10-20,2.194212913513184,2.337574005126953,1.933377027511597,1.9771809577941892,4593392,3.697256670519233,2.7799010992050173,1.8625455278908016,B,2.329653987884521
2009-01-19,2.1304969787597656,2.2798309326171875,2.1304969787597656,2.210141897201538,2231908,2.4946922121726876,2.151503688097,1.8083151640213129,S,2.191370490789413
2010-09-27,2.0488619804382324,2.132488965988159,1.9911190271377563,2.1285059452056885,11720539,3.9641527662524023,2.931823492050171,1.8994942178479395,B,2.1265599822998045
2011-01-10,2.271867036819458,2.319653987884521,2.249964952468872,2.2977519035339355,5121739,2.4733887869542794,2.2753513932228087,2.077313999491338,S,2.286446497440338
2013-07-15,3.641999959945679,3.694000005722046,3.553999900817871,3.6659998893737793,11315000,4.450189091749658,3.9763999819755553,3.502610872201453,B,3.687999973297119
2013-08-19,3.7799999713897705,3.927999973297119,3.700000047683716,3.900000095367432,16967000,4.407489002035806,3.9152999997138975,3.4231109973919884,S,3.9284999942779537
2014-03-24,3.910000085830689,4.072000026702881,3.819999933242798,4.02400016784668,17185000,4.988285461331411,4.3550000309944155,3.7217146006574198,B,3.9519999122619627
2014-05-05,4.159999847412109,4.4720001220703125,4.159999847412109,4.311999797821045,37987000,4.751253955365825,4.201400005817414,3.6515460562690025,S,4.2243000245094295
2014-11-03,5.072000026702881,5.210000038146973,4.98799991607666,5.079999923706055,25854000,5.372056887447026,5.069500041007996,4.766943194568966,B,5.129999885559082
2014-11-10,5.0980000495910645,5.170000076293945,4.989999771118164,5.090000152587891,17884000,5.373189065662427,5.070500040054322,4.767811014446217,S,5.079500041007996
2018-06-04,12.494000434875488,12.5600004196167,11.3100004196167,11.6899995803833,32453500,15.243812107951067,13.620100021362305,11.996387934773542,B,12.482000122070312
2018-06-11,11.673999786376951,12.065999984741213,11.32800006866455,11.83199977874756,43704500,15.330694535189487,13.529800033569336,11.728905531949184,S,11.793999900817873
2018-06-18,11.772000312805176,12.079999923706056,11.302000045776367,11.395999908447266,25370500,15.424161669111264,13.406500005722046,11.388838342332829,B,12.075999984741213
2018-06-25,11.39799976348877,11.913999557495115,11.25,11.355999946594238,27562000,15.484374675888189,13.286600017547608,11.088825359207027,S,11.318000068664551
2020-04-13,18.229999542236328,19.049999237060547,17.5,19.0,48757500,28.45418119466202,22.190500020980835,15.92681884729965,B,18.72999931335449
2020-06-01,19.799999237060547,21.25,19.56999969482422,20.559999465942383,41854300,27.52746918043993,20.637000036239623,13.746530892039315,S,20.8445000743866
2021-11-08,22.63999938964844,25.229999542236328,22.600000381469727,24.26000022888184,35144200,26.23651192388809,24.528999996185302,22.821488068482513,B,23.26
2021-11-29,22.90999984741211,23.940000534057617,22.239999771118164,23.559999465942383,42620700,26.323588128978507,24.369500064849852,22.415412000721197,S,22.270000686645506
