Date,Open,High,Low,Close,Volume,EMA9,buy_sell,price
2022-07-25,2.299999952316284,2.680000066757202,2.2100000381469727,2.5,2176700,2.3018257022327564,B,2.4600000476837156
2022-09-26,3.109999895095825,3.119999885559082,2.9100000858306885,3.069999933242798,1521500,3.103993544021921,S,2.950000038146973
2022-10-10,3.400000095367432,3.740000009536743,3.2699999809265137,3.509999990463257,1378500,3.2197558555855292,B,3.5499999618530276
2022-11-07,3.5,3.549999952316284,2.970000028610229,3.5,3719800,3.3977560108990055,S,3.009999980926514
