Date,Open,High,Low,Close,Volume,RSI2,buy_sell,price
2000-01-10,10462.48828125,10462.48828125,9866.1806640625,10001.705078125,1589380,15.84824722635166,B,10001.705078125
2000-01-17,10186.0185546875,10218.5439453125,9811.970703125,9947.4951171875,786204,68.34363267672276,S,10028.8195703125
2000-01-20,9839.0751953125,9920.390625,9568.0263671875,9570.7373046875,1276522,10.21262401598075,B,9570.7373046875
2000-01-27,9215.6630859375,9351.1875,8866.009765625,8944.6142578125,843758,0.3584656932759174,S,9283.4348046875
2000-01-28,8944.6142578125,9025.9287109375,8565.1455078125,8660.0126953125,710203,0.13345985181368292,B,8660.0126953125
2000-02-03,8673.5654296875,8809.08984375,8185.67724609375,8345.595703125,3453988,21.66760494308231,S,8727.785390625
2000-02-04,8592.2509765625,8673.5654296875,8307.6494140625,8321.201171875,8303666,17.721254278758778,B,8321.201171875
2000-02-08,8670.8544921875,9161.453125,8646.4599609375,8971.71875,13153713,95.03814795147582,S,8673.5754296875
2000-02-14,9080.138671875,9269.873046875,8405.2265625,8565.1455078125,1489767,16.824808407325506,B,8565.1455078125
2000-02-17,8673.5654296875,8809.08984375,8510.935546875,8510.935546875,1242211,11.253886418350007,S,8781.994375
2000-02-18,8510.935546875,8510.935546875,8294.0966796875,8402.5166015625,2816834,3.656776882813844,B,8402.5166015625
2000-02-22,8670.8544921875,8673.5654296875,8321.201171875,8369.990234375,1973813,25.08674457924546,S,8592.2609765625
2000-02-25,8375.4111328125,8483.8310546875,8226.3349609375,8266.9921875,1503418,19.28678855987461,B,8266.9921875
2000-03-07,7968.837890625,7968.837890625,7968.837890625,7968.837890625,0,66.56119795192603,S,7968.837890625
2000-03-14,8318.4912109375,8402.5166015625,8001.36376953125,8023.0478515625,1663537,21.33777188061498,B,8023.0478515625
2000-03-16,8342.8857421875,8456.7265625,8239.88671875,8432.33203125,2667046,83.26682912479222,S,8402.5266015625
2000-03-23,8294.0966796875,8483.8310546875,8131.46728515625,8196.51953125,1858335,18.27475996043809,B,8196.51953125
2000-03-27,8619.35546875,8619.35546875,8239.88671875,8272.4130859375,1718877,37.74590893564755,S,8483.8410546875
2000-03-30,8266.9921875,8456.7265625,8239.88671875,8269.7021484375,1947987,24.97463935272249,B,8269.7021484375
2000-04-07,7800.78759765625,7968.837890625,7697.7890625,7968.837890625,706145,83.1558687235703,S,7806.21849609375
2000-04-11,7592.080078125,7722.18359375,7399.63525390625,7513.47607421875,1515593,22.070657487185642,B,7513.47607421875
2000-04-20,6776.22265625,6938.85205078125,6640.6982421875,6938.85205078125,388859,73.06188654789985,S,6911.7570703125
2000-04-24,6841.2744140625,6911.7470703125,6694.908203125,6776.22265625,2176359,18.690181251154627,B,6776.22265625
2000-04-25,6911.7470703125,7039.14013671875,6778.93310546875,6938.85205078125,1431844,67.32411626027383,S,6938.86205078125
2000-04-27,7264.11083984375,7264.11083984375,6559.3837890625,6803.32763671875,2239447,24.294057973398708,B,6803.32763671875
2000-04-28,6938.85205078125,7535.15966796875,6911.7470703125,7453.84521484375,3372822,88.03769316144738,S,7264.12083984375
2000-05-09,7589.36962890625,7616.474609375,7155.69140625,7215.322265625,1493088,23.121276761042125,B,7215.322265625
2000-05-15,7020.1669921875,7594.79052734375,6965.95703125,7594.79052734375,690281,85.45110446071449,S,7321.04125
2000-05-18,7345.42578125,7505.34423828125,7182.79638671875,7272.2421875,456375,24.443217506394745,B,7272.2421875
2000-05-25,7223.45361328125,7318.32080078125,6995.7724609375,7182.79638671875,1111238,82.88821443484886,S,7182.80638671875
2000-06-26,9039.4814453125,9039.4814453125,8594.9609375,8673.5654296875,1871986,20.887339328101717,B,8673.5654296875
2000-06-28,8944.6142578125,9080.138671875,8809.08984375,8809.08984375,1324115,40.974183891172004,S,9053.0441796875
2000-06-29,8754.8798828125,8781.984375,8540.7509765625,8540.7509765625,917915,17.252573456196174,B,8540.7509765625
2000-07-04,8687.1171875,8996.11328125,8646.4599609375,8985.271484375,1456932,88.4865993771258,S,8781.994375
2000-07-11,9296.9775390625,9568.0263671875,9080.138671875,9188.55859375,1270250,17.567960853343834,B,9188.55859375
2000-07-17,9080.138671875,9324.0830078125,8985.271484375,9229.2158203125,1561710,76.72618534706517,S,8998.83421875
2000-07-28,9486.7119140625,9554.474609375,9053.0341796875,9053.0341796875,845603,8.044538713079163,B,9053.0341796875
2000-08-04,9134.3486328125,9215.6630859375,8944.6142578125,8971.71875,3019380,44.45853184723073,S,9212.9621484375
2000-08-08,8944.6142578125,8971.71875,8809.08984375,8809.08984375,2392925,20.045675873112813,B,8809.08984375
2000-08-11,8809.08984375,9348.4765625,8673.5654296875,9215.6630859375,1993367,88.10289982822435,S,8836.2043359375
2000-08-21,9025.9287109375,9324.0830078125,9025.9287109375,9028.6396484375,714261,15.348336759011246,B,9028.6396484375
2000-08-22,9215.6630859375,9484.001953125,9134.3486328125,9324.0830078125,2100727,75.75438194008457,S,9337.644765625
2000-08-30,9215.6630859375,9215.6630859375,8917.5087890625,9039.4814453125,957760,12.047973677599643,B,9039.4814453125
