Date,Open,High,Low,Close,Volume,BB20TL,BB20ML,BB20BL,buy_sell,price
2021-12-13,50.27000045776367,51.290000915527344,44.29999923706055,45.970001220703125,17006300,80.58046387221637,62.80300064086914,45.02553740952192,B,50.23000122070312
2021-12-20,45.58000183105469,46.09999847412109,42.29999923706055,42.65999984741211,8642900,80.928071838061,61.441500663757324,41.95492948945365,S,47.24
2022-05-23,34.25,37.9900016784668,32.689998626708984,37.400001525878906,27289200,56.9867073720895,44.16950016021728,31.35229294834507,B,34.17999816894531
2022-06-13,32.650001525878906,33.119998931884766,29.940000534057617,30.13999938964844,26478700,58.07893134609833,42.69650020599365,27.314069065888972,S,32.100000610351564
2022-12-26,29.13999938964844,31.18000030517578,28.63999938964844,29.57999992370605,43550100,36.07285297264005,30.843499851226806,25.61414672981356,B,30.280000457763673
2023-01-23,28.209999084472656,30.649999618530277,27.51000022888184,30.3700008392334,21647300,34.18116160482174,29.66649980545044,25.15183800607914,S,29.862499771118166
