Date,Open,High,Low,Close,Volume,RSI2,buy_sell,price
2020-10-05,8.010000228881836,8.170000076293945,7.210000038146973,7.769999980926514,8631200,18.018024210199044,B,7.769999980926514
2020-11-09,7.820000171661377,8.170000076293945,7.510000228881836,7.75,5142100,67.92105992317988,S,7.7799999809265135
2020-11-16,7.869999885559082,7.920000076293945,7.260000228881836,7.400000095367432,12325800,22.22556555670299,B,7.400000095367432
2020-11-30,7.400000095367432,8.100000381469727,7.400000095367432,7.860000133514404,5402500,81.77628558300674,S,7.930000076293945
2021-01-04,9.369999885559082,9.449999809265137,8.420000076293945,8.739999771118164,6144200,20.925812893523798,B,8.739999771118164
2021-02-22,7.480000019073486,7.519999980926514,6.949999809265137,7.199999809265137,4905600,1.148750692899796,S,7.199999809265137
2021-03-01,7.059999942779541,7.070000171661377,6.199999809265137,6.980000019073486,16167400,0.7303139881307885,B,6.980000019073486
2021-03-15,6.829999923706055,7.78000020980835,6.710000038146973,7.659999847412109,8093000,79.05534095097791,S,7.080000171661377
2021-05-17,8.300000190734863,8.529999732971191,8.0,8.0,4455000,10.520043211096038,B,8.0
2021-05-31,7.820000171661377,8.600000381469727,7.760000228881836,8.350000381469727,14488100,72.39725699494753,S,8.539999732971191
2021-06-28,8.550000190734863,8.649999618530273,7.900000095367432,8.050000190734863,9637200,12.72927042599504,B,8.050000190734863
2021-08-16,7.150000095367432,7.150000095367432,6.389999866485596,6.809999942779541,8955700,1.9855320986293918,S,6.809999942779541
2021-08-23,6.809999942779541,7.130000114440918,6.420000076293945,6.440000057220459,9602800,0.8602476300543032,B,6.440000057220459
2021-09-13,6.409999847412109,6.71999979019165,6.340000152587891,6.630000114440918,6189600,71.5083754951539,S,6.560000190734863
2021-09-27,6.650000095367432,6.650000095367432,5.849999904632568,6.159999847412109,18135500,11.26561540484198,B,6.159999847412109
2021-10-11,6.0,6.760000228881836,5.869999885559082,6.659999847412109,8049700,77.27699373120285,S,6.660000095367431
2021-10-18,6.730000019073486,7.059999942779541,5.0,5.239999771118164,14833400,18.177913869983627,B,5.239999771118164
2021-11-08,5.420000076293945,5.650000095367432,5.190000057220459,5.420000076293945,4480700,47.30558053209659,S,5.609999904632568
2021-11-22,5.119999885559082,5.119999885559082,4.639999866485596,4.75,6734000,10.45431684046774,B,4.75
2021-12-06,5.050000190734863,5.460000038146973,5.0,5.440000057220459,4012200,78.39742456868623,S,5.169999847412109
2022-01-03,5.25,5.300000190734863,4.590000152587891,4.849999904632568,6145100,18.798194275292317,B,4.849999904632568
2022-01-17,5.039999961853027,5.349999904632568,4.849999904632568,5.349999904632568,3937900,79.04114509738783,S,5.310000190734863
2022-02-28,5.360000133514404,5.409999847412109,5.019999980926514,5.050000190734863,2933100,4.310936526127719,B,5.050000190734863
2022-03-21,4.920000076293945,5.179999828338623,4.710000038146973,5.159999847412109,7066400,74.37458393270514,S,5.080000171661377
2022-04-04,5.25,5.289999961853027,4.71999979019165,4.849999904632568,5278500,22.426564654410512,B,4.849999904632568
2022-05-16,4.949999809265137,5.309999942779541,4.849999904632568,5.159999847412109,5727300,90.10123797784023,S,5.01
2022-06-06,5.179999828338623,5.230000019073486,4.739999771118164,4.909999847412109,7873300,18.14683488796578,B,4.909999847412109
2022-07-18,4.449999809265137,4.760000228881836,4.349999904632568,4.599999904632568,2867300,65.40790486209401,S,4.689999828338623
2022-10-24,5.940000057220459,6.070000171661377,5.639999866485596,5.849999904632568,2931200,20.9981655843971,B,5.849999904632568
2022-10-31,5.800000190734863,6.519999980926514,5.699999809265137,6.519999980926514,3800600,80.26175342481804,S,6.359999904632568
2022-11-07,6.53000020980835,6.53000020980835,5.5,5.53000020980835,5323000,24.950232552833157,B,5.53000020980835
2022-12-26,4.800000190734863,5.010000228881836,4.670000076293945,4.769999980926514,2946100,48.42268715021214,S,4.950000057220459
2023-02-27,5.159999847412109,5.400000095367432,5.010000228881836,5.019999980926514,2277400,12.122105979158178,B,5.019999980926514
2023-03-06,5.03000020980835,5.610000133514404,4.949999809265137,5.25,4587200,67.92110061458688,S,5.410000095367431
