Date,Open,High,Low,Close,Volume,RSI2,buy_sell,price
2020-01-06,18.0,18.09000015258789,15.609999656677246,16.18000030517578,12981700,7.109967244671964,B,16.18000030517578
2020-02-17,15.890000343322754,17.68000030517578,15.75,17.5,13751100,84.73811689252997,S,16.610000381469728
2020-03-02,15.149999618530272,16.600000381469727,13.010000228881836,13.359999656677246,10030800,12.887905025171051,B,13.359999656677246
2020-04-06,6.550000190734863,9.449999809265137,6.150000095367432,8.600000381469727,13378700,66.51066981777669,S,8.360000381469726
2020-05-11,7.699999809265137,7.869999885559082,6.21999979019165,6.599999904632568,17881600,18.52236283706884,B,6.599999904632568
2020-05-25,8.069999694824219,9.550000190734863,8.069999694824219,9.470000267028809,17676300,81.57195060192247,S,8.60000015258789
2020-06-22,11.31999969482422,11.649999618530272,9.670000076293944,9.81999969482422,15722400,21.71780711433651,B,9.81999969482422
2020-07-06,10.170000076293944,11.9399995803833,10.170000076293944,11.56999969482422,25337000,80.78621127640969,S,11.659999618530271
2020-07-27,10.449999809265137,10.739999771118164,9.800000190734863,10.130000114440918,16811600,21.690958852517753,B,10.130000114440918
2020-08-03,10.289999961853027,11.239999771118164,9.529999732971191,11.199999809265137,13788900,74.2936591316853,S,11.230000267028808
2020-10-05,12.239999771118164,12.399999618530272,11.510000228881836,11.600000381469728,8121000,17.27581653853622,B,11.600000381469728
2020-10-12,11.600000381469728,13.020000457763672,11.600000381469728,12.800000190734863,10837900,74.93102608610981,S,12.499999771118164
2020-10-26,12.899999618530272,13.59000015258789,11.579999923706056,11.800000190734863,8977400,23.571555771927265,B,11.800000190734863
2020-11-09,14.0,14.479999542236328,12.520000457763672,12.9399995803833,13226200,57.207708302143445,S,13.60000015258789
2020-12-07,13.529999732971191,13.529999732971191,12.75,13.149999618530272,6408200,22.869517070940944,B,13.149999618530272
2020-12-14,13.199999809265137,14.09000015258789,13.18000030517578,13.300000190734863,4366000,44.381707667829815,S,14.030000457763672
2020-12-21,13.010000228881836,13.1899995803833,12.649999618530272,12.800000190734863,2505800,15.52150213430636,B,12.800000190734863
2021-01-25,12.010000228881836,13.350000381469728,11.93000030517578,12.5,14755700,65.0934713188789,S,12.659999618530271
2021-02-08,12.300000190734863,12.369999885559082,11.5600004196167,11.8100004196167,7883500,16.798833726887736,B,11.8100004196167
2021-03-15,10.9399995803833,11.369999885559082,10.489999771118164,10.880000114440918,6906100,2.08888208830993,S,11.1999995803833
2021-06-28,14.5,14.81999969482422,13.9399995803833,14.0,6750200,18.2547011025829,B,14.0
2021-08-16,10.649999618530272,10.649999618530272,8.970000267028809,9.40999984741211,18122400,0.07505963148204842,S,9.40999984741211
2021-08-23,9.479999542236328,10.170000076293944,9.020000457763672,9.470000267028809,25320300,5.899493351720139,B,9.470000267028809
2021-10-11,7.400000095367432,7.699999809265137,7.119999885559082,7.420000076293945,7173100,18.51669690755965,S,7.420000076293945
2021-10-18,7.400000095367432,7.489999771118164,5.920000076293945,6.150000095367432,16446100,2.7053804234006122,B,6.150000095367432
2021-11-01,6.130000114440918,7.579999923706055,6.090000152587891,7.429999828338623,20210500,77.2352523892387,S,7.499999771118164
2021-11-22,7.940000057220459,7.960000038146973,6.269999980926514,6.550000190734863,18173700,19.176969041675463,B,6.550000190734863
2022-01-10,5.150000095367432,5.75,5.050000190734863,5.5,11632900,40.343385378036274,S,5.5
2022-02-21,5.679999828338623,5.699999809265137,4.920000076293945,5.170000076293945,12586700,7.948674050362996,B,5.170000076293945
2022-03-21,5.179999828338623,5.75,4.989999771118164,5.440000057220459,18763000,76.69199155148931,S,5.2799999809265135
2022-04-11,4.880000114440918,4.980000019073486,4.739999771118164,4.849999904632568,10294200,21.32292471325664,B,4.849999904632568
2022-05-30,3.359999895095825,3.4200000762939453,2.9800000190734863,3.039999961853028,19935700,26.809263687359405,S,3.039999961853028
2022-06-06,3.069999933242798,3.119999885559082,2.720000028610229,2.7300000190734863,17720300,13.7848253581721,B,2.7300000190734863
2022-07-11,2.559999942779541,2.6700000762939453,2.3299999237060547,2.359999895095825,15996100,32.512972942220685,S,2.629999885559082
2022-09-12,3.630000114440918,3.75,3.009999990463257,3.180000066757202,31692900,24.376267631824817,B,3.180000066757202
2022-10-03,3.4100000858306885,3.930000066757202,3.3399999141693115,3.759999990463257,24600400,81.74270714064363,S,3.559999952316284
2022-10-17,3.359999895095825,3.400000095367432,2.930000066757202,3.069999933242798,23101700,21.593883805651572,B,3.069999933242798
2022-12-05,2.359999895095825,2.4800000190734863,2.259999990463257,2.319999933242798,15185500,21.40479067208588,S,2.319999933242798
2022-12-12,2.319999933242798,2.390000104904175,1.909999966621399,1.950000047683716,25610200,3.658266486242681,B,1.950000047683716
2022-12-26,2.1700000762939453,2.430000066757202,2.109999895095825,2.289999961853028,13850600,68.53144464929296,S,2.4000001049041746
2023-02-06,2.900000095367432,2.9200000762939453,2.25,2.2799999713897705,23161800,12.153172690476396,B,2.2799999713897705
2023-02-27,1.9900000095367432,2.799999952316284,1.8799999952316284,2.720000028610229,40341700,79.10722193090132,S,2.379999885559082
