Date,Open,High,Low,Close,Volume,EMA9,buy_sell,price
2015-02-09,29.1200008392334,29.799999237060547,29.11000061035156,29.700000762939453,31800,29.364004331845713,B,29.51
2015-02-16,29.700000762939453,30.100000381469727,28.200000762939453,28.399999618530277,37700,29.17120338918263,S,28.24
2015-03-23,29.11000061035156,29.989999771118164,28.5,29.399999618530277,44800,29.334691903496083,B,29.51
2015-03-30,29.25,29.57999992370605,28.5,28.799999237060547,48700,29.22775337020898,S,28.789999237060545
2015-06-01,29.149999618530277,29.420000076293945,28.299999237060547,29.25,130600,28.964772001358646,B,29.15999961853028
2015-09-07,31.5,31.5,28.799999237060547,30.440000534057617,25200,31.651209539751434,S,30.99
2015-09-21,33.130001068115234,34.0,32.61000061035156,34.0,161900,32.37677410544092,B,33.809999237060545
2015-11-23,33.95000076293945,33.95000076293945,32.66999816894531,33.2400016784668,12200,33.85642933274332,S,33.49
2015-12-28,34.0,34.9900016784668,33.75,34.9900016784668,17500,33.66775482112639,B,34.309999237060545
2016-07-04,42.79999923706055,43.0099983215332,42.09000015258789,43.0,83500,43.39930757607866,S,42.17000030517578
2017-06-05,24.799999237060547,26.299999237060547,24.799999237060547,26.0,9400,25.061697211189024,B,25.01
2017-07-17,26.850000381469727,27.38999938964844,26.350000381469727,26.350000381469727,126900,26.92735123549264,S,26.87999938964844
2017-09-11,26.65999984741211,27.0,26.450000762939453,26.989999771118164,20400,26.871527921326997,B,26.930000076293947
2017-09-25,26.920000076293945,27.0,25.90999984741211,26.0,55200,26.71777786964928,S,25.949999084472655
2018-03-05,24.6200008392334,27.5,24.07999992370605,27.489999771118164,251000,23.600779204688564,B,26.32999969482422
2018-04-16,25.0,25.01000022888184,23.5,24.0,54300,25.108187613540917,S,24.79999946594238
2018-07-23,21.149999618530277,23.049999237060547,21.0,22.90999984741211,59700,21.059611709433412,B,21.6300008392334
2018-08-20,22.25,23.049999237060547,19.420000076293945,20.989999771118164,97700,21.686096951911466,S,20.289999237060545
2018-10-01,21.989999771118164,23.850000381469727,21.5,23.38999938964844,35000,22.07133446694001,B,22.149999389648443
2019-03-11,31.780000686645508,32.70000076293945,31.780000686645508,32.08000183105469,53700,32.124406265816745,S,31.889999618530275
2019-06-10,31.46999931335449,31.739999771118164,30.61000061035156,31.350000381469727,54400,30.772113668412576,B,31.70000053405762
2019-11-11,38.400001525878906,38.400001525878906,37.2400016784668,37.83000183105469,40900,39.04557051623759,S,38.49
2019-12-02,39.29999923706055,40.9900016784668,38.22999954223633,40.56999969482422,69300,39.1824522825363,B,39.48000122070312
2020-02-24,41.380001068115234,41.380001068115234,34.15999984741211,37.0,132500,41.190959111786626,S,37.08999847412109
2020-06-08,29.56999969482422,33.290000915527344,28.100000381469727,29.290000915527344,130100,26.944971316029644,B,29.839999923706053
2020-08-17,29.989999771118164,29.989999771118164,28.15999984741211,28.520000457763672,45900,29.735434519037252,S,29.100000610351557
2020-11-09,29.18000030517578,31.21999931335449,29.01000022888184,31.01000022888184,148500,28.952940237244455,B,29.339999923706053
2021-01-25,33.83000183105469,34.20000076293945,32.209999084472656,32.7400016784668,118900,34.24922430880852,S,33.49
2021-04-05,32.400001525878906,33.5,31.6200008392334,33.130001068115234,52000,32.09722654487963,B,32.899999389648436
2021-06-21,34.91999816894531,36.0,33.970001220703125,35.0,182900,35.32261265541467,S,34.9800016784668
2022-01-31,24.68000030517578,26.950000762939453,24.5,24.90999984741211,37300,24.77235587198117,B,25.499999771118166
2022-02-21,24.989999771118164,24.989999771118164,22.809999465942383,23.350000381469727,28100,24.52784618509206,S,24.110000839233397
2022-03-07,26.0,26.86000061035156,23.96999931335449,25.0,46200,24.833821619494074,B,25.960000762939455
2022-04-11,23.200000762939453,23.63999938964844,22.770000457763672,23.299999237060547,82500,24.225386637758245,S,23.000000228881838
2022-07-25,21.0,22.770000457763672,20.8700008392334,22.739999771118164,97000,21.21665941052369,B,21.97999931335449
2022-08-29,21.739999771118164,21.739999771118164,20.020000457763672,21.5,54800,21.606988468824,S,20.719999542236327
2022-09-12,23.51000022888184,24.13999938964844,22.170000076293945,22.170000076293945,49600,22.06247263530615,B,23.76
2022-12-19,21.950000762939453,24.84000015258789,21.01000022888184,24.5,60200,23.759300856807023,S,21.199999084472655
2023-01-09,24.100000381469727,26.899999618530277,24.100000381469727,26.5,68500,24.419002028919575,B,24.850000152587892
2023-03-20,25.96999931335449,25.96999931335449,24.3799991607666,24.799999237060547,34300,25.514491387218644,S,25.19000076293945
