Date,Open,High,Low,Close,Volume,EMA9,buy_sell,price
2007-02-05,5.099999904632568,5.599999904632568,4.972899913787842,5.099999904632568,321,5.091624152751811,B,5.109999904632568
2007-06-18,7.5,7.699999809265137,7.5,7.699999809265137,32,7.739077074545882,S,7.69009994506836
2007-09-10,8.149999618530273,8.880000114440918,8.0,8.449999809265137,59,7.843413547519771,B,8.159999618530273
2007-11-19,8.699999809265137,8.699999809265137,8.5,8.5,2,8.89166299365213,S,8.689999809265137
2008-02-18,8.5,8.800000190734863,8.5,8.649999618530273,4600,8.398110004103216,B,8.76
2008-03-31,8.399999618530273,8.399999618530273,7.849999904632568,8.100000381469727,58800,8.435530152455673,S,7.890000095367432
2008-06-09,8.350000381469727,8.699999809265137,8.324999809265137,8.600000381469727,17400,8.300422572309579,B,8.360000381469726
2008-06-23,8.649999618530273,8.649999618530273,8.149999618530273,8.25,2500600,8.394270415760554,S,8.179999580383301
2008-07-21,8.045000076293945,8.744999885559082,8.0,8.5,34800,8.391093131777946,B,8.610000381469726
2008-08-04,8.5,8.5,7.90500020980835,7.90500020980835,800,8.311299646299556,S,8.24
2009-05-25,4.199999809265137,5.0,4.199999809265137,4.449999809265137,32200,4.097207451530549,B,4.76
2009-12-07,6.0,6.0,5.0,5.349999904632568,48800,6.013398505450542,S,5.890000095367432
2010-01-11,6.0,6.144999980926514,5.75,5.949999809265137,25600,5.739094355066327,B,5.9599998092651365
2010-02-01,5.690000057220459,5.800000190734863,5.25,5.599999904632568,48200,5.747216293772231,S,5.640000095367432
2010-02-15,6.244999885559082,6.300000190734863,5.699999809265137,6.300000190734863,80200,5.937418447850654,B,6.254999885559082
2010-04-26,6.199999809265137,6.199999809265137,5.599999904632568,5.994999885559082,24800,6.192259685453569,S,5.99
2010-06-14,6.195000171661377,8.244999885559082,6.195000171661377,8.0,59800,6.484728096917108,B,6.200000057220459
2010-11-15,7.110000133514404,7.110000133514404,6.849999904632568,6.849999904632568,2800,7.313154128008122,S,7.1000001335144045
2010-12-27,7.244999885559082,7.71999979019165,7.244999885559082,7.71999979019165,600,7.305560205499408,B,7.254999885559082
2011-01-31,7.5,7.5,6.5,6.5,8042,7.254308350950547,S,6.7850000762939455
2011-07-11,7.275000095367432,8.0,7.275000095367432,7.460000038146973,26600,7.254202601880973,B,7.285000095367431
2011-08-22,7.489999771118164,7.5,7.324999809265137,7.449999809265137,4000,7.555339712197077,S,7.479999771118164
2011-09-05,7.75,8.0,7.599999904632568,8.0,160800,7.67541741580613,B,7.76
2011-10-03,7.5,7.650000095367432,7.5,7.5,8600,7.6662510009800116,S,7.615
2012-01-30,7.255000114440918,7.875,7.25,7.699999809265137,41800,7.457339041644265,B,7.544999847412109
2012-05-14,7.869999885559082,7.869999885559082,7.394999980926514,7.394999980926514,1000,7.907537538724903,S,7.615
2012-06-25,8.0,8.024999618530273,8.0,8.024999618530273,26200,7.775372656659901,B,8.01
2012-10-01,8.0,8.0,7.800000190734863,8.0,4200,8.265756161600688,S,7.99
2013-02-04,8.0,8.119999885559082,8.0,8.119999885559082,600,7.990384394849884,B,8.01
2013-05-27,8.375,8.505000114440918,7.755000114440918,8.0,1600,8.324736117314187,S,8.365
2013-07-29,8.5,8.75,8.5,8.75,600,8.291113769146701,B,8.51
2013-09-16,8.25,8.25,8.005000114440918,8.005000114440918,200000,8.23986699895754,S,8.24
2014-08-11,5.550000190734863,5.670000076293945,5.550000190734863,5.670000076293945,38600,5.429312862580885,B,5.560000190734863
2014-09-01,5.0,5.0,4.704999923706055,4.704999923706055,5000,5.240808155123836,S,5.089999904632569
2015-03-23,3.494999885559082,3.5,3.494999885559082,3.5,1000,3.392461407584978,B,3.504999885559082
2015-04-06,3.5,3.5,3.150000095367432,3.150000095367432,271200,3.361175319927873,S,3.4849998855590822
2015-11-23,2.5,3.75,2.5,3.75,200,2.6465168787941797,B,2.51
2016-01-25,3.0,3.0,2.900000095367432,2.9049999713897705,44600,3.1160216118633612,S,2.99
2016-05-16,3.0,3.049999952316284,3.0,3.049999952316284,200,2.9665255715970327,B,3.01
2016-09-12,3.049999952316284,3.049999952316284,2.3499999046325684,2.3499999046325684,466200,3.1141440312782147,S,2.74
2017-01-16,2.75,2.7950000762939453,2.5999999046325684,2.650000095367432,3200,2.631641923076999,B,2.660000095367432
2017-03-27,2.8499999046325684,2.8499999046325684,2.75,2.755000114440918,5600,2.8862781612768513,S,2.7899999523162844
2017-08-14,3.0,4.244999885559082,3.0,3.849999904632568,11600,3.122582873331948,B,3.01
2017-11-13,4.150000095367432,4.150000095367432,2.5,2.650000095367432,336000,3.5650154462135664,S,2.8499998950958254
2018-01-01,3.244999885559082,3.740000009536743,3.244999885559082,3.5,8000,3.1475447274522526,B,3.26
2018-03-12,3.849999904632568,3.849999904632568,3.75,3.775000095367432,18600,4.066307171111749,S,3.8949999713897707
2018-07-23,3.125,3.25,3.125,3.25,4600,3.1245832041153445,B,3.135
2018-07-30,3.25,3.25,3.049999952316284,3.049999952316284,400,3.109666553755533,S,3.065000047683716
2018-11-26,3.849999904632568,4.994999885559082,3.849999904632568,4.494999885559082,47200,3.465924668793737,B,3.8599999046325677
2019-04-15,3.799999952316284,4.125,3.714999914169312,3.714999914169312,5200,3.7860202852149856,S,3.755000104904175
2019-05-20,3.75,4.09499979019165,3.75,3.785000085830689,4600,3.7499103622429635,B,4.01
2019-10-14,5.755000114440918,5.755000114440918,5.675000190734863,5.75,3400,5.85465028469774,S,5.74
2019-12-16,6.175000190734863,6.449999809265137,6.175000190734863,6.449999809265137,1000,6.1143058573710025,B,6.254999885559082
2020-03-09,7.005000114440918,7.184999942779541,6.635000228881836,6.650000095367432,7000,7.231130772266399,S,6.7900001907348635
2020-06-08,6.869999885559082,8.050000190734863,6.869999885559082,8.050000190734863,74800,6.903195948159404,B,7.484999904632568
2020-08-03,7.84499979019165,8.5,7.204999923706055,7.355000019073486,152400,7.89052239064475,S,7.834999790191651
2020-08-24,8.0,8.699999809265137,7.775000095367432,8.25,4000,7.950747451803083,B,8.504999885559082
2020-11-09,8.84000015258789,8.84000015258789,7.849999904632568,7.940000057220459,14000,8.749180077900649,S,8.49
2021-02-08,8.555000305175781,9.595000267028809,7.804999828338623,9.380000114440918,63000,8.675341761955734,B,9.504999885559082
2021-02-22,8.625,9.510000228881836,8.414999961853027,8.494999885559082,15800,8.639218735281064,S,8.590000381469727
2021-03-22,9.0,9.574999809265137,9.0,9.545000076293944,5800,8.98925604658343,B,9.520000228881836
2021-09-27,11.0,11.149999618530272,10.625,11.149999618530272,4000,11.367176145239469,S,10.8000004196167
2021-11-22,11.244999885559082,11.244999885559082,11.0,11.0,1400,10.98728055854199,B,11.020000228881836
2022-05-30,14.289999961853027,14.289999961853027,12.600000381469728,12.600000381469728,3200,14.909963112890082,S,13.55999969482422
2022-09-19,12.109999656677246,12.260000228881836,11.5,11.5,700,11.382105159546146,B,11.989999542236328
2022-10-17,11.449999809265137,11.59000015258789,10.789999961853027,11.489999771118164,10300,11.629230265415533,S,10.910000076293944
2023-01-30,11.0,11.229999542236328,10.449999809265137,11.229999542236328,3500,10.632320250786828,B,11.01
2023-04-17,11.65999984741211,11.65999984741211,0.0,11.65999984741211,200,11.107552114152607,S,10.389999618530272
