Date,Open,High,Low,Close,Volume,RSI2,buy_sell,price
2000-05-01,1.7377500534057615,1.8247499465942385,1.7074999809265137,1.7074999809265137,760000,11.549882728784254,B,1.7074999809265137
2000-06-05,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,2000000,61.53049208392575,S,1.8012499904632568
2000-07-10,1.774999976158142,1.774999976158142,1.774999976158142,1.774999976158142,40000,21.961559115103796,B,1.774999976158142
2000-09-11,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,14400000,87.3771396819291,S,1.784999976158142
2000-10-23,1.8125,1.8125,1.75,1.75,120000,3.933938735796758,B,1.75
2000-11-06,1.875,1.875,1.875,1.875,40000,90.89402571535503,S,1.8225
2001-01-29,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,1040000,11.028537867528883,B,1.7999999523162842
2001-02-19,1.924999952316284,1.924999952316284,1.924999952316284,1.924999952316284,40000,88.9191614693629,S,1.835000047683716
2001-05-07,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,120000,12.38084044399757,B,1.7999999523162842
2001-06-04,1.8025000095367432,1.8025000095367432,1.8025000095367432,1.8025000095367432,520000,16.39136878486923,S,1.8099999523162842
2001-06-18,1.8040000200271609,1.8040000200271609,1.8040000200271609,1.8040000200271609,80000,20.744542774340644,B,1.8040000200271609
2001-07-02,1.962499976158142,2.0374999046325684,1.962499976158142,2.0374999046325684,1840000,95.394744758841,S,1.8140000200271609
2001-09-24,2.0,2.0,2.0,2.0,160000,20.29108754687209,B,2.0
2001-11-12,2.0,2.0,2.0,2.0,80000,72.43056226820809,S,1.934999952316284
2002-02-18,1.975000023841858,1.975000023841858,1.975000023841858,1.975000023841858,5160000,15.165967537832188,B,1.975000023841858
2002-03-04,1.975000023841858,2.02524995803833,1.975000023841858,2.02524995803833,2760000,61.578481873117084,S,1.985000023841858
2002-04-01,1.7512500286102295,1.7512500286102295,1.75,1.75,640000,2.579823189910144,B,1.75
2002-05-27,1.77524995803833,1.77524995803833,1.77524995803833,1.77524995803833,120000,37.15661837007377,S,1.77524995803833
2002-06-10,1.774999976158142,1.774999976158142,1.712499976158142,1.712499976158142,64160000,8.35685505178408,B,1.712499976158142
2002-07-29,1.75,1.75,1.75,1.75,560000,68.91914446468772,S,1.75
2002-08-12,1.625,1.625,1.5499999523162842,1.5499999523162842,360000,12.999996268552394,B,1.5499999523162842
2002-09-16,1.5505000352859497,1.5505000352859497,1.500499963760376,1.500499963760376,240000,10.28377317338257,S,1.51
2004-04-12,3.5,3.5999999046325684,3.5,3.5692501068115234,520000,12.929131278664087,B,3.5692501068115234
2004-04-19,3.250250101089477,3.875,3.250250101089477,3.875,960000,94.1166118984841,S,3.609999904632568
2004-05-10,3.875,3.875,3.005000114440918,3.005000114440918,1600,4.234612441530416,B,3.005000114440918
2004-06-07,3.125,3.625,3.125,3.625,2400,77.16874245610838,S,3.257499942779541
2004-09-06,4.25,4.375,4.25,4.375,33600,23.975820432577265,B,4.375
2004-10-04,4.375,4.75,4.375,4.75,5600,97.9678726318802,S,4.385
2004-12-27,4.692500114440918,4.692500114440918,4.692500114440918,4.692500114440918,400,15.95409959587019,B,4.692500114440918
2005-01-10,4.75,5.0,4.75,5.0,800,65.95505897605659,S,4.885
2005-03-21,5.375,5.375,5.25,5.25,16400,16.187339947889086,B,5.25
2005-05-09,5.0,5.0,5.0,5.0,0,0.9931791187132291,S,5.0
2005-05-16,5.0,5.0,5.0,5.0,0,0.9931791187132291,B,5.0
2005-07-04,4.75,4.75,4.75,4.75,1200,66.6864857248247,S,4.75
2005-08-08,4.744999885559082,4.744999885559082,4.724999904632568,4.724999904632568,8400,8.477187788724223,B,4.724999904632568
2005-09-26,4.1875,4.1875,4.0,4.0,400,0.007085004142396656,S,4.0
2005-12-26,4.5,4.5,4.5,4.5,2000,16.18139801955803,B,4.5
2006-01-30,5.375,5.5,5.25,5.324999809265137,44800,92.24221596077157,S,5.01
2006-05-15,6.872499942779541,6.875,6.5,6.5,30000,7.1895582736042485,B,6.5
2006-07-03,6.860000133514404,6.860000133514404,6.5,6.75,356980,33.841208247057835,S,6.75
2006-07-17,6.612500190734863,6.699999809265137,6.587500095367432,6.625,47840,6.387996891736918,B,6.625
2006-08-07,6.75,6.824999809265137,6.5,6.824999809265137,458520,88.49815465593241,S,6.76
2006-08-21,6.5,6.824999809265137,6.5,6.5,433280,10.616346334927343,B,6.5
2006-08-28,6.5,6.862500190734863,6.5,6.824999809265137,231400,70.10232565022575,S,6.8349998092651365
2007-05-28,22.122499465942383,22.25,20.497499465942383,21.625,100000,23.79511444465848,B,21.625
2007-06-04,21.75,22.5,21.725000381469727,22.350000381469727,46000,74.4041222248912,S,22.385
2007-06-25,21.950000762939453,21.950000762939453,21.127500534057617,21.75,32000,19.42405810734222,B,21.75
2007-07-09,21.625,23.247499465942383,21.274999618530277,23.247499465942383,70800,90.75857028205152,S,21.960000762939455
2007-08-13,24.747499465942383,24.75,22.0,23.475000381469727,43600,14.053920608933424,B,23.475000381469727
2007-10-01,22.5,22.5,21.625,22.25,10400,2.846605689104507,S,22.25
2007-10-08,22.25,22.25,21.600000381469727,22.237499237060547,16400,2.6433529800548285,B,22.237499237060547
2007-10-15,22.237499237060547,22.875,22.225000381469727,22.5,32000,75.65292781578161,S,22.51
