Date,Open,High,Low,Close,Volume,EMA9,buy_sell,price
2013-05-09,16.15891456604004,16.15891456604004,15.977160453796388,16.106985092163086,99248,15.785556801689998,B,16.108329544067384
2013-05-13,16.072364807128906,16.072364807128906,15.743474006652832,16.037744522094727,360715,15.865266042412655,S,15.74212860107422
2013-05-21,16.003124237060547,16.098329544067383,15.9252290725708,16.098329544067383,80993,15.98783469754039,B,16.05640007019043
2013-05-29,15.968504905700684,16.01177978515625,15.405927658081056,15.881954193115234,324898,16.042241592028205,S,15.828679313659668
2013-06-04,16.12429428100586,16.176225662231445,15.977160453796388,16.08102035522461,177007,16.06615067485477,B,16.151605377197267
2013-06-05,16.055055618286133,16.15026092529297,15.691543579101562,15.99446964263916,371114,16.05181446841165,S,15.759438743591309
2013-06-13,15.89060878753662,16.167570114135742,15.847333908081056,16.167570114135742,201617,15.973656787432112,B,16.142949829101564
2013-06-21,16.219499588012695,16.375289916992188,15.717509269714355,15.838679313659668,1188790,16.188681035311856,S,15.845989456176758
2013-06-28,15.847333908081056,16.626285552978516,15.847333908081056,16.340669631958008,348930,16.06345966095275,B,16.186225662231447
2013-07-10,16.01177978515625,16.037744522094727,15.579029083251951,15.665578842163086,134604,15.971803183686882,S,15.57768367767334
2013-08-23,14.704872131347656,15.128968238830566,14.704872131347656,14.886627197265623,117735,14.716368321326918,B,14.879317054748535
2013-08-27,14.782767295837402,14.886627197265623,14.358671188354492,14.375982284545898,250837,14.658914949892392,S,14.461186637878418
2013-08-30,14.384636878967283,14.800077438354492,14.384636878967283,14.782767295837402,134604,14.657038824156919,B,14.784111747741699
2013-09-12,15.103002548217772,15.103002548217772,14.730836868286133,14.929903030395508,155516,14.983403940888286,S,14.945867767333985
2013-09-20,15.25013828277588,15.405927658081056,15.19820785522461,15.232828140258787,486307,15.09751149651323,B,15.372652778625488
2013-10-01,15.224172592163086,15.224172592163086,14.852006912231444,14.895282745361328,223454,15.167725688940841,S,14.997798194885254
2013-10-11,14.990488052368164,15.2155179977417,14.955867767333984,15.146278381347656,24610,15.037578511082035,B,15.104347953796388
2013-10-17,14.929903030395508,14.947213172912598,14.834696769714355,14.869317054748535,209704,14.989031686032272,S,14.893938293457031
2013-11-19,14.583702087402344,14.75680160522461,14.505806922912598,14.505806922912598,241016,14.44338016249166,B,14.714872131347656
2013-11-21,14.462532043457031,14.531771659851074,14.18557071685791,14.18557071685791,218948,14.391818273364912,S,14.322706451416016
2013-12-02,14.393292427062988,14.704872131347656,14.246155738830566,14.670251846313477,301674,14.367790115213747,B,14.463877449035644
2013-12-04,14.44522190093994,14.453877449035645,13.882645606994627,13.951886177062988,218486,14.284535186981428,S,14.201536407470703
2013-12-30,13.882645606994627,14.497152328491213,13.79609489440918,14.064400672912598,206469,13.72693942184026,B,13.797440299987791
2014-01-07,13.89995574951172,14.021125793457031,13.545100212097168,13.588375091552734,308607,13.832577952859603,S,13.604339828491213
2014-01-10,14.03843593597412,14.332706451416016,13.700889587402344,14.25481128692627,202079,13.979912152159528,B,14.308086166381836
2014-01-15,13.986506462097168,13.986506462097168,13.66627025604248,13.848026275634766,301328,13.979529413995524,S,13.933230628967284
2014-02-07,13.493169784545898,14.081710815429688,13.493169784545898,13.822059631347656,321663,13.373965948798727,B,13.67627025604248
2014-03-10,14.800077438354492,15.007798194885254,14.27212142944336,14.27212142944336,152974,14.748217257077378,S,14.720836868286133
2014-03-18,15.241482734680176,15.362652778625488,14.964523315429688,14.964523315429688,125014,14.858367844326795,B,15.268792877197265
2014-04-03,15.258792877197266,15.293413162231444,14.938557624816896,15.042417526245115,158058,15.3007889182808,S,15.231482734680176
2014-04-10,15.63961410522461,15.959850311279297,15.579029083251951,15.75212860107422,194338,15.404633867722724,B,15.63230396270752
2014-04-17,14.289430618286133,14.289430618286133,13.614339828491213,13.804750442504885,209242,15.248165553338863,S,15.214172592163086
2014-05-14,15.276103019714355,15.553064346313477,15.172243118286133,15.44054889678955,90929,14.914170604216638,B,15.459204444885254
2014-05-29,15.120312690734863,15.2155179977417,14.895282745361328,15.059727668762209,74985,15.140901335069103,S,15.067037811279297
2014-06-25,14.44522190093994,14.618322372436523,14.280776023864746,14.60966682434082,112189,14.361186389881304,B,14.489842185974119
2014-06-30,14.44522190093994,14.44522190093994,14.021125793457031,14.021125793457031,212824,14.354489138162197,S,14.089020957946776
2014-07-07,14.419257164001465,14.92124843597412,14.315396308898926,14.505806922912598,102368,14.426765483031762,B,14.714872131347656
2014-08-01,14.44522190093994,14.687561988830566,14.289430618286133,14.60966682434082,148584,14.748593890135478,S,14.374636878967284
2014-08-13,14.618322372436523,14.84335231781006,14.393292427062988,14.635631561279297,127209,14.536656368930368,B,14.63697696685791
2014-09-09,15.579029083251951,15.708853721618652,15.336688041687012,15.44054889678955,84459,15.900024255129411,S,15.845989456176758
2014-09-26,15.916573524475098,16.003124237060547,15.328033447265623,15.786748886108398,392720,15.418812717375456,B,15.563064346313476
2014-09-30,15.345342636108398,15.345342636108398,14.886627197265623,15.01645278930664,150664,15.287811104696464,S,15.032417526245116
2014-10-07,15.025108337402344,15.293413162231444,14.826042175292969,15.232828140258787,421489,14.97205667313362,B,14.991833457946775
2014-10-14,14.929903030395508,15.137622833251951,14.739492416381836,14.92124843597412,222183,14.979950539624596,S,14.7641117477417
2014-10-30,15.38861846923828,15.47516918182373,14.877971649169922,14.886627197265623,197342,14.73908603298112,B,15.415927658081056
2014-11-17,15.630958557128906,15.778094291687012,15.405927658081056,15.405927658081056,121548,15.662680887248454,S,15.543064346313477
2014-11-19,15.847333908081056,16.357980728149414,15.648268699645996,16.12429428100586,430155,15.78316331422573,B,15.848679313659668
2014-12-16,16.366634368896484,16.409910202026367,14.955867767333984,15.319377899169922,372038,16.277829840549828,S,15.248792877197266
2015-01-02,15.423237800598145,16.003124237060547,15.146278381347656,15.146278381347656,105719,15.07774457212155,B,15.848679313659668
2015-01-05,15.120312690734863,15.423237800598145,14.488496780395508,14.488496780395508,167648,14.959895013776341,S,14.790077438354492
2015-01-08,15.353998184204102,15.613649368286133,14.981833457946776,15.527098655700684,104679,15.105964896650658,B,15.589029083251951
2015-02-09,16.176225662231445,16.176225662231445,15.63961410522461,15.682888984680176,130444,16.068686466138125,S,16.036400070190428
2015-03-02,15.795404434204102,16.332014083862305,15.795404434204102,16.141605377197266,202888,15.821169871825253,B,15.848679313659668
2015-03-05,15.9252290725708,16.037744522094727,15.414583206176758,15.414583206176758,188561,15.764836420053243,S,15.759438743591309
2015-03-13,15.665578842163086,16.27142906188965,15.50978946685791,16.141605377197266,279028,15.621669127619535,B,15.692888984680176
2015-04-17,15.830023765563965,16.19353485107422,15.405927658081056,16.19353485107422,213748,16.8173947659802,S,15.828679313659668
2015-05-22,15.665578842163086,15.665578842163086,15.328033447265623,15.60499382019043,194569,15.374092471292139,B,15.63230396270752
2015-06-01,15.232828140258787,15.397273063659668,14.713526725769045,14.748147010803224,328364,15.308767115165992,S,15.067037811279297
2015-07-01,14.393292427062988,14.860662460327148,14.350015640258787,14.860662460327148,159098,14.374932268480311,B,14.533117065429687
2015-07-22,14.419257164001465,14.557737350463867,14.280776023864746,14.289430618286133,94973,14.465074259478826,S,14.400601615905762
2015-07-31,14.107675552368164,14.375982284545898,13.977850914001465,14.23750114440918,313690,14.072212990242825,B,14.152295837402344
2015-08-04,14.324050903320312,14.540427207946776,13.89995574951172,13.89995574951172,119468,14.071131627476113,S,13.898611297607422
2015-08-06,14.055746078491213,14.202880859375,13.882645606994627,14.107675552368164,193991,14.080133082527098,B,14.186916122436523
2015-08-10,13.718199729919434,13.891301155090332,13.501825332641602,13.501825332641602,108607,13.916255799648399,S,13.578375091552735
2015-09-16,12.965213775634766,13.320070266723633,12.68825340270996,12.76614761352539,175389,12.569792946633473,B,12.940594444274902
2015-09-23,12.644977569580078,13.060419082641602,12.463223457336426,12.636322975158691,275100,12.787523128302174,S,12.548427810668944
2015-10-01,12.973869323730469,13.22486400604248,12.679597854614258,12.783458709716797,123512,12.627372287164398,B,12.905974159240724
2015-10-19,13.24217414855957,13.406620025634766,12.77480411529541,13.008488655090332,181282,13.446400170475156,S,13.240828742980955
2015-10-27,13.32872486114502,13.830716133117676,13.268138885498049,13.830716133117676,109069,13.306811706916486,B,13.503169784545898
2015-11-03,13.588375091552734,13.709545135498049,12.870009422302246,13.285449028015137,1381742,13.402435411761882,S,12.885974159240725
2015-12-29,10.611048698425291,10.94859504699707,10.515844345092772,10.818770408630373,189716,10.553490183054269,B,10.828770408630373
2016-01-05,10.706254959106444,10.706254959106444,10.169644355773926,10.334089279174805,241709,10.609552180632965,S,10.505844345092772
2016-01-28,9.589757919311523,9.935957908630373,9.54648208618164,9.935957908630373,163142,9.744717854961614,B,9.92864776611328
2016-02-18,10.818770408630373,10.818770408630373,10.429293632507324,10.429293632507324,160831,10.736676752824577,S,10.704909553527832
2016-03-01,10.879355430603027,11.069765090942385,10.827425003051758,10.888010025024414,177815,10.741079252157427,B,10.92397476196289
2016-04-05,12.4805326461792,12.783458709716797,12.125677108764648,12.54977321624756,162680,12.582471220189277,S,12.461878051757813
2016-04-13,12.670943260192873,12.99117946624756,12.627668380737305,12.930594444274902,576428,12.598140820835827,B,12.854043731689451
2016-04-22,12.296268463134766,12.683406829833984,12.001304626464844,12.48983669281006,216108,12.820344273369905,S,12.548427810668944
2016-05-12,12.508272171020508,12.812453269958496,12.397661209106444,12.812453269958496,297366,12.388552729554984,B,12.518272171020508
2016-05-16,12.738712310791016,12.738712310791016,12.056610107421877,12.17643928527832,236287,12.38888225826773,S,12.065044631958008
2016-06-02,12.609999656677246,12.699999809265137,12.4399995803833,12.59000015258789,292000,12.416217516573889,B,12.69000030517578
2016-06-09,12.369999885559082,12.4399995803833,12.1899995803833,12.369999885559082,657900,12.410898062874393,S,12.24
2016-06-13,12.399999618530272,12.789999961853027,12.359999656677246,12.609999656677246,237500,12.464974691575062,B,12.51
2016-08-24,16.329999923706055,16.350000381469727,16.1299991607666,16.190000534057617,239000,16.438019734107108,S,16.33000015258789
2016-09-05,16.510000228881836,16.600000381469727,16.239999771118164,16.25,342800,16.23189740628878,B,16.51
2016-09-08,16.299999237060547,16.3799991607666,16.010000228881836,16.299999237060547,326200,16.25641406536662,S,16.04999946594238
2016-10-05,16.190000534057617,16.399999618530273,16.1200008392334,16.25,427500,16.15159050778025,B,16.20000053405762
2016-11-04,17.739999771118164,17.899999618530273,17.270000457763672,17.440000534057617,647200,17.896853819673165,S,17.79999946594238
2016-11-30,16.219999313354492,16.84000015258789,16.209999084472656,16.420000076293945,703500,16.26137390987669,B,16.460000762939455
2016-12-01,16.440000534057617,16.440000534057617,15.65999984741211,15.84000015258789,476900,16.17709915841893,S,16.139999618530272
2016-12-07,16.049999237060547,16.68000030517578,15.970000267028809,16.219999313354492,659400,16.089211748271794,B,16.210000762939455
2016-12-14,16.030000686645508,16.149999618530273,15.829999923706056,16.0,346900,16.12171273477527,S,16.039999237060545
2016-12-22,15.960000038146973,16.360000610351562,15.9399995803833,16.209999084472656,274100,16.017079183555087,B,15.989999542236328
2017-03-08,19.700000762939453,19.770000457763672,19.38999938964844,19.43000030517578,196200,19.69358495380327,S,19.6199991607666
2017-03-30,20.0,20.36000061035156,19.729999542236328,20.0,259800,19.702764806448783,B,20.100000152587892
2017-04-06,20.0,20.0,19.43000030517578,19.989999771118164,3855000,20.033363625219522,S,19.79999946594238
2017-04-19,20.200000762939453,20.489999771118164,20.1200008392334,20.299999237060547,1933000,20.05514518763453,B,20.139999160766603
2017-04-20,20.31999969482422,20.420000076293945,19.709999084472656,19.950000762939453,1492700,20.034116302695516,S,19.709999313354487
2017-05-30,17.709999084472656,18.1200008392334,17.549999237060547,18.100000381469727,544800,17.767803677919648,B,17.73999954223633
2017-06-02,17.549999237060547,17.770000457763672,17.299999237060547,17.649999618530273,589500,17.72951524810951,S,17.309999694824217
2017-06-12,17.65999984741211,17.850000381469727,17.579999923706055,17.700000762939453,419500,17.695114002475815,B,17.79000068664551
2017-06-16,17.56999969482422,17.56999969482422,17.309999465942383,17.309999465942383,1691200,17.588062314188512,S,17.44000076293945
2017-06-26,17.639999389648438,17.739999771118164,17.59000015258789,17.700000762939453,311200,17.544158895718372,B,17.70000053405762
2017-06-27,17.6299991607666,17.700000762939453,17.34000015258789,17.59000015258789,715600,17.553327147092276,S,17.3699991607666
2017-07-12,17.959999084472656,18.309999465942383,17.90999984741211,18.239999771118164,4208100,17.97767914101677,B,18.01
