Date,Open,High,Low,Close,Volume,BB20TL,BB20ML,BB20BL,buy_sell,price
2021-08-23,11.170000076293944,11.8100004196167,11.170000076293944,11.479999542236328,1616800,12.023184343896201,11.23100004196167,10.438815740027138,B,11.76
2021-08-24,11.699999809265137,12.0,11.609999656677246,11.850000381469728,1386100,12.10002325732144,11.263500070571899,10.426976883822357,S,11.24100004196167
2021-11-01,12.960000038146973,12.960000038146973,12.149999618530272,12.550000190734863,1340300,16.452164949066333,14.457000017166138,12.461835085265944,B,12.909999618530271
2021-11-17,12.609999656677246,12.829999923706056,11.90999984741211,12.4399995803833,2333600,15.335510448713647,13.439999961853028,11.544489474992409,S,11.969999542236328
2021-12-06,12.010000228881836,12.75,11.920000076293944,12.75,1833900,13.943298024709431,12.643999910354614,11.344701795999796,B,12.020000228881836
2021-12-07,12.899999618530272,13.15999984741211,12.579999923706056,12.81999969482422,1975200,13.925708048949192,12.634499883651733,11.343291718354275,S,12.653999910354614
2022-07-18,9.899999618530272,10.289999961853027,9.649999618530272,10.0,3444500,12.29611716267701,10.782999944686889,9.269882726696768,B,9.930000076293943
2022-07-27,10.170000076293944,10.84000015258789,10.100000381469728,10.779999732971191,4329000,11.524473598382341,10.345499992370605,9.16652638635887,S,10.405499992370606
2022-09-29,11.350000381469728,12.050000190734863,11.06999969482422,11.399999618530272,7098900,15.110868791096511,12.584499931335449,10.058131071574387,B,11.289999732971191
2022-10-10,11.81999969482422,12.140000343322754,11.75,12.0,1836700,13.843204891730226,11.953999853134155,10.064794814538084,S,12.08099986076355
2023-03-21,7.050000190734863,7.099999904632568,6.849999904632568,6.920000076293945,2148800,12.233716604965018,9.319499945640564,6.405283286316109,B,7.080000171661377
2023-03-22,6.920000076293945,7.099999904632568,6.75,6.929999828338623,2715900,12.125574290717177,9.12349991798401,6.121425545250842,S,6.819999923706055
