Date,Open,High,Low,Close,Volume,RSI2,buy_sell,price
2006-05-17,0.8841909766197205,0.8841909766197205,0.8841909766197205,0.9967849850654602,8062,5.938248292062681,B,0.9967849850654602
2006-05-22,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,80.09048076925077,S,1.0067849850654602
2006-05-24,0.7782210111618042,0.7782210111618042,0.7782210111618042,0.8278939723968506,7096,10.77149575470196,B,0.8278939723968506
2006-06-02,0.7782210111618042,0.7782210111618042,0.7782210111618042,0.7782210111618042,0,7.089788181449151,S,0.7782210111618042
2006-06-05,0.7782210111618042,0.7782210111618042,0.7782210111618042,0.7782210111618042,0,7.089788181449151,B,0.7782210111618042
2006-06-14,0.6689389944076538,0.6689389944076538,0.6689389944076538,0.6689389944076538,0,0.018366856235203954,S,0.6689389944076538
2006-06-15,0.6689389944076538,0.6689389944076538,0.6689389944076538,0.6689389944076538,0,0.018366856235203954,B,0.6689389944076538
2006-06-26,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,99.99454348210648,S,0.6789389944076538
2006-07-07,1.225283980369568,1.2418420314788818,1.225283980369568,0.8312060236930847,22496,0.29113211957873375,B,0.8312060236930847
2006-07-18,0.8312060236930847,0.8312060236930847,0.8312060236930847,0.8312060236930847,0,0.29113211957873375,S,0.8312060236930847
2006-07-19,0.8312060236930847,0.8312060236930847,0.8312060236930847,0.8312060236930847,0,0.29113211957873375,B,0.8312060236930847
2006-07-28,0.8312060236930847,0.8312060236930847,0.8312060236930847,0.8312060236930847,0,0.29113211957873375,S,0.8312060236930847
2006-09-22,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,9.022045333040296e-10,B,1.1590520143508911
2006-10-03,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.022045333040296e-10,S,1.1590520143508911
2006-10-04,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.022045333040296e-10,B,1.1590520143508911
2006-10-13,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.022045333040296e-10,S,1.1590520143508911
2006-10-16,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,12078,9.022045333040296e-10,B,1.1590520143508911
2006-10-25,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.022045333040296e-10,S,1.1590520143508911
2006-10-26,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.022045333040296e-10,B,1.1590520143508911
2007-01-02,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,99.99999998423532,S,1.1590520143508911
2007-02-22,1.05308198928833,1.05308198928833,1.0431469678878784,1.0431469678878784,9059,7.483862418666831e-09,B,1.0431469678878784
2007-02-27,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,88.88888888898128,S,1.0531469678878784
2007-05-29,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,9.552769827526419,B,1.1590520143508911
2007-06-08,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,S,1.1590520143508911
2007-06-11,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,B,1.1590520143508911
2007-06-20,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,S,1.1590520143508911
2007-06-21,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,B,1.1590520143508911
2007-07-02,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,S,1.1590520143508911
2007-07-03,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,B,1.1590520143508911
2007-07-13,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,S,1.1590520143508911
2007-07-16,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,0,9.552769827526419,B,1.1590520143508911
2007-07-25,1.1590520143508911,1.1590520143508911,1.1590520143508911,1.1590520143508911,3019,9.552769827526419,S,1.1590520143508911
2009-11-04,3.593311071395874,3.593311071395874,3.593311071395874,3.593311071395874,1043,0.001404744740540309,B,3.593311071395874
2009-11-13,3.593311071395874,3.593311071395874,3.593311071395874,3.593311071395874,0,0.001404744740540309,S,3.593311071395874
2009-11-16,3.593311071395874,3.593311071395874,3.593311071395874,3.593311071395874,0,0.001404744740540309,B,3.593311071395874
2009-11-26,3.593311071395874,3.593311071395874,3.593311071395874,3.593311071395874,0,0.001404744740540309,S,3.593311071395874
2009-11-27,3.593311071395874,3.593311071395874,3.593311071395874,3.593311071395874,0,0.001404744740540309,B,3.593311071395874
2009-12-08,3.0279629230499268,3.0279629230499268,3.0279629230499268,3.0279629230499268,0,2.838334012267296e-10,S,3.0279629230499268
2009-12-09,3.0279629230499268,3.0279629230499268,3.0279629230499268,3.0279629230499268,0,2.838334012267296e-10,B,3.0279629230499268
2009-12-18,3.0279629230499268,3.0279629230499268,3.0279629230499268,3.0279629230499268,0,2.838334012267296e-10,S,3.0279629230499268
2009-12-21,3.0279629230499268,3.0279629230499268,3.0279629230499268,3.0279629230499268,0,2.838334012267296e-10,B,3.0279629230499268
2010-01-04,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-01-05,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-01-14,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-01-15,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-01-27,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-01-28,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-02-08,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-02-09,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-02-22,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-02-23,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-03-04,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-03-05,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-03-16,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-03-17,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-03-26,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-03-29,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-04-08,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-04-09,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-04-20,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-04-22,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
2010-05-03,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,S,2.9800519943237305
2010-05-04,2.9800519943237305,2.9800519943237305,2.9800519943237305,2.9800519943237305,0,4.263256414560601e-14,B,2.9800519943237305
