Date,Open,High,Low,Close,Volume,BB20TL,BB20ML,BB20BL,buy_sell,price
2014-01-24,19.380525588989254,19.836986541748047,19.1047477722168,19.361507415771484,171616,22.84201904261467,20.96862659454346,19.095234146472247,B,19.761399993896486
2014-01-31,19.61826515197754,19.85600471496582,19.03818130493164,19.380525588989254,578048,22.100407196991323,20.43894281387329,18.777478430755256,S,19.38003562927246
2014-03-28,18.657798767089844,18.88602828979492,18.3249626159668,18.733875274658203,703816,19.960570479818074,19.15277156829834,18.34497265677861,B,18.648778686523443
2014-04-02,18.86700820922852,19.15229606628418,18.733875274658203,19.019161224365234,300013,19.818229590363167,19.06956281661987,18.320896042876576,S,19.10809160232544
2014-07-21,23.15583038330078,23.203378677368164,22.7183895111084,22.9180908203125,251640,24.703402083142716,23.722126007080078,22.74084993101744,B,23.194358596801763
2014-07-22,23.1082820892334,24.01169204711914,23.1082820892334,23.72640419006348,256478,24.679058917048117,23.707386112213136,22.735713307378155,S,23.73212600708008
2014-10-27,20.81647300720215,23.013185501098636,20.35050392150879,23.013185501098636,326512,25.42592912777354,23.074523258209233,20.723117388644926,B,21.29244209289551
2014-10-28,23.203378677368164,24.724910736083984,23.18435859680176,24.724910736083984,525049,25.543567906503053,23.112561511993412,20.68155511748377,S,23.084523258209234
2015-01-14,17.28841781616211,18.1347713470459,16.660785675048828,17.820955276489258,1308154,32.076860945091894,24.069225311279297,16.0615896774667,B,17.7548787689209
2015-01-16,16.736862182617188,17.59272575378418,16.451574325561523,17.27890968322754,1348114,32.07152862158344,23.176275730133057,14.281022838682674,S,16.479614486694334
2015-03-04,10.203780174255373,11.088171005249023,10.032608032226562,11.078661918640137,929273,14.989254978597575,12.452320671081543,9.91538636356551,B,10.337404975891111
2015-03-11,10.175251960754396,10.213290214538574,9.65222454071045,9.92800235748291,806870,14.7120070895298,11.838477373123169,8.964947656716538,S,9.87996410369873
2015-08-26,9.87094497680664,9.98505973815918,9.347917556762695,9.623696327209473,616641,11.173830953287807,10.312189531326293,9.45054810936478,B,9.890455017089844
2015-08-28,9.728301048278809,9.79486846923828,9.414484977722168,9.414484977722168,361530,11.206054255950557,10.235161924362183,9.26426959277381,S,9.537618865966797
2015-09-24,7.522078037261963,7.807365894317627,7.331886768341064,7.579135894775391,276878,9.689551199213017,8.392680525779724,7.095809852346432,B,7.722269783020019
